Genus,Epithet,Status,threat_category,species
Carex,hispida,LC,not_threatened,Carex hispida
Carex,hordeistichos,LC,not_threatened,Carex hordeistichos
Carex,hostiana,VU,threatened,Carex hostiana
Carex,humilis,LC,not_threatened,Carex humilis
Carex,lachenalii lachenalii,CR,threatened,Carex lachenalii lachenalii
Carex,laevigata,LC,not_threatened,Carex laevigata
Carex,lainzii,EN,threatened,Carex lainzii
Carex,lasiocarpa,VU,threatened,Carex lasiocarpa
Carex,lepidocarpa,LC,not_threatened,Carex lepidocarpa
Carex,leporina,LC,not_threatened,Carex leporina
Carex,limosa,VU,threatened,Carex limosa
Carex,liparocarpos liparocarpos,NT,not_threatened,Carex liparocarpos liparocarpos
Carex,macrostyla,LC,not_threatened,Carex macrostyla
Carex,mairii,LC,not_threatened,Carex mairii
Carex,montana,NT,not_threatened,Carex montana
Carex,muricata muricata,VU,threatened,Carex muricata muricata
Carex,muricata pairae,LC,not_threatened,Carex muricata pairae
Carex,nevadensis,LC,not_threatened,Carex nevadensis
Carex,nigra,LC,not_threatened,Carex nigra
Carex,oedipostyla,LC,not_threatened,Carex oedipostyla
Carex,olbiensis,LC,not_threatened,Carex olbiensis
Carex,ornithopoda,NT,not_threatened,Carex ornithopoda
Carex,pallescens,NT,not_threatened,Carex pallescens
Carex,panicea,LC,not_threatened,Carex panicea
Carex,paniculata lusitanica,LC,not_threatened,Carex paniculata lusitanica
Carex,paniculata paniculata,LC,not_threatened,Carex paniculata paniculata
Carex,parviflora,LC,not_threatened,Carex parviflora
Carex,pendula,LC,not_threatened,Carex pendula
Carex,pilulifera pilulifera,NT,not_threatened,Carex pilulifera pilulifera
Carex,praecox,LC,not_threatened,Carex praecox
Carex,pseudocyperus,NT,not_threatened,Carex pseudocyperus
Carex,pulicaris,LC,not_threatened,Carex pulicaris
Carex,punctata,LC,not_threatened,Carex punctata
Carex,pyrenaica,LC,not_threatened,Carex pyrenaica
Carex,remota,LC,not_threatened,Carex remota
Carex,riparia,LC,not_threatened,Carex riparia
Carex,rostrata,LC,not_threatened,Carex rostrata
Carex,rupestris,LC,not_threatened,Carex rupestris
Carex,sempervirens pseudotristis,LC,not_threatened,Carex sempervirens pseudotristis
Carex,sempervirens sempervirens,NT,not_threatened,Carex sempervirens sempervirens
Carex,spicata,LC,not_threatened,Carex spicata
Carex,strigosa,CR,threatened,Carex strigosa
Carex,sylvatica paui,LC,not_threatened,Carex sylvatica paui
Carex,sylvatica sylvatica,LC,not_threatened,Carex sylvatica sylvatica
Carex,tomentosa,LC,not_threatened,Carex tomentosa
Carex,trinervis,CR,threatened,Carex trinervis
Carex,umbrosa huetiana,LC,not_threatened,Carex umbrosa huetiana
Carex,umbrosa umbrosa,NT,not_threatened,Carex umbrosa umbrosa
Carex,vesicaria,LC,not_threatened,Carex vesicaria
Carex,viridula,LC,not_threatened,Carex viridula
Carlina,acanthifolia cynara,LC,not_threatened,Carlina acanthifolia cynara
Carlina,acaulis caulescens,NT,not_threatened,Carlina acaulis caulescens
Carlina,baetica,VU,threatened,Carlina baetica
Carlina,corymbosa,LC,not_threatened,Carlina corymbosa
Carlina,gummifera,LC,not_threatened,Carlina gummifera
Carlina,hispanica hispanica,LC,not_threatened,Carlina hispanica hispanica
Carlina,hispanica major,EN,threatened,Carlina hispanica major
Carlina,lanata,LC,not_threatened,Carlina lanata
Carlina,racemosa,LC,not_threatened,Carlina racemosa
Carlina,salicifolia,VU,threatened,Carlina salicifolia
Carlina,vulgaris,LC,not_threatened,Carlina vulgaris
Caropsis,verticillato-inundata,CR,threatened,Caropsis verticillato-inundata
Carpesium,cernuum,VU,threatened,Carpesium cernuum
Carpinus,betulus,VU,threatened,Carpinus betulus
Carrichtera,annua,LC,not_threatened,Carrichtera annua
Carthamus,arborescens,LC,not_threatened,Carthamus arborescens
Carthamus,caeruleus,LC,not_threatened,Carthamus caeruleus
Carthamus,carduncellus,LC,not_threatened,Carthamus carduncellus
Carthamus,creticus,LC,not_threatened,Carthamus creticus
Carthamus,dianius,VU,threatened,Carthamus dianius
Carthamus,hispanicus araneosus,NT,not_threatened,Carthamus hispanicus araneosus
Carthamus,hispanicus hispanicus,LC,not_threatened,Carthamus hispanicus hispanicus
Carthamus,hispanicus macrocephalus,LC,not_threatened,Carthamus hispanicus macrocephalus
Carthamus,hispanicus pseudomitissimus,LC,not_threatened,Carthamus hispanicus pseudomitissimus
Carthamus,lanatus,LC,not_threatened,Carthamus lanatus
Carthamus,matritensis,EX,threatened,Carthamus matritensis
Carthamus,mitissimus,LC,not_threatened,Carthamus mitissimus
Carum,carvi,LC,not_threatened,Carum carvi
Carum,foetidum,CR,threatened,Carum foetidum
Carum,verticillatum,LC,not_threatened,Carum verticillatum
Castellia,tuberculosa,NT,not_threatened,Castellia tuberculosa
Castrilanthemum,debeauxii,CR,threatened,Castrilanthemum debeauxii
Catabrosa,aquatica,LC,not_threatened,Catabrosa aquatica
Catananche,caerulea,LC,not_threatened,Catananche caerulea
Catananche,lutea,LC,not_threatened,Catananche lutea
Caucalis,platycarpos,LC,not_threatened,Caucalis platycarpos
Celtica,gigantea donyanae,VU,threatened,Celtica gigantea donyanae
Celtica,gigantea gigantea,LC,not_threatened,Celtica gigantea gigantea
Celtis,australis,LC,not_threatened,Celtis australis
Centaurea,aguilellae,LC,not_threatened,Centaurea aguilellae
Centaurea,alba alba,LC,not_threatened,Centaurea alba alba
Centaurea,alba ciliata,LC,not_threatened,Centaurea alba ciliata
Centaurea,alba costae,LC,not_threatened,Centaurea alba costae
Centaurea,alba latronum,LC,not_threatened,Centaurea alba latronum
Centaurea,alba macrocephala,LC,not_threatened,Centaurea alba macrocephala
Centaurea,alba maluqueri,VU,threatened,Centaurea alba maluqueri
Centaurea,alba montsicciana,LC,not_threatened,Centaurea alba montsicciana
Centaurea,alba tartesiana,VU,threatened,Centaurea alba tartesiana
Centaurea,amblensis amblensis,LC,not_threatened,Centaurea amblensis amblensis
Centaurea,amblensis tentudaica,VU,threatened,Centaurea amblensis tentudaica
Centaurea,antennata,LC,not_threatened,Centaurea antennata
Centaurea,aristata aristata,LC,not_threatened,Centaurea aristata aristata
Centaurea,aristata langeana,LC,not_threatened,Centaurea aristata langeana
Centaurea,aspera aspera,LC,not_threatened,Centaurea aspera aspera
Centaurea,aspera scorpiurifolia,EN,threatened,Centaurea aspera scorpiurifolia
Centaurea,aspera stenophylla,LC,not_threatened,Centaurea aspera stenophylla
Centaurea,auricularis,LC,not_threatened,Centaurea auricularis
Centaurea,avilae,VU,threatened,Centaurea avilae
Centaurea,barrasii,VU,threatened,Centaurea barrasii
Centaurea,benedicta,LC,not_threatened,Centaurea benedicta
Centaurea,bethurica,LC,not_threatened,Centaurea bethurica
Centaurea,boissieri boissieri,LC,not_threatened,Centaurea boissieri boissieri
Centaurea,boissieri funkii,VU,threatened,Centaurea boissieri funkii
Centaurea,boissieri mariolensis,LC,not_threatened,Centaurea boissieri mariolensis
Centaurea,boissieri willkommii,LC,not_threatened,Centaurea boissieri willkommii
Centaurea,bombycina bombycina,VU,threatened,Centaurea bombycina bombycina
Centaurea,bombycina xeranthemoides,VU,threatened,Centaurea bombycina xeranthemoides
Centaurea,borjae,EN,threatened,Centaurea borjae
Centaurea,calcitrapa,LC,not_threatened,Centaurea calcitrapa
Centaurea,carratracensis,EN,threatened,Centaurea carratracensis
Centaurea,castellana,LC,not_threatened,Centaurea castellana
Centaurea,castellanoides,LC,not_threatened,Centaurea castellanoides
Centaurea,cavanillesiana,LC,not_threatened,Centaurea cavanillesiana
Centaurea,citricolor,NT,not_threatened,Centaurea citricolor
Centaurea,clementei,VU,threatened,Centaurea clementei
Centaurea,collina,NT,not_threatened,Centaurea collina
Centaurea,conocephala,DD,not_threatened,Centaurea conocephala
Centaurea,corcubionensis,VU,threatened,Centaurea corcubionensis
Centaurea,cordubensis,LC,not_threatened,Centaurea cordubensis
Centaurea,coronata,VU,threatened,Centaurea coronata
Centaurea,debeauxii,NT,not_threatened,Centaurea debeauxii
Centaurea,decipiens ruscinonensis,LC,not_threatened,Centaurea decipiens ruscinonensis
Centaurea,diffusa,LC,not_threatened,Centaurea diffusa
Centaurea,diluta,LC,not_threatened,Centaurea diluta
Centaurea,eliasii,LC,not_threatened,Centaurea eliasii
Centaurea,emigrantis,LC,not_threatened,Centaurea emigrantis
Centaurea,emporitana,LC,not_threatened,Centaurea emporitana
Centaurea,eriophora,LC,not_threatened,Centaurea eriophora
Centaurea,exarata,VU,threatened,Centaurea exarata
Centaurea,fabregatii,LC,not_threatened,Centaurea fabregatii
Centaurea,gabrielis-blancae,LC,not_threatened,Centaurea gabrielis-blancae
Centaurea,gadorensis,VU,threatened,Centaurea gadorensis
Centaurea,genesii-lopezii,CR,threatened,Centaurea genesii-lopezii
Centaurea,granatensis,LC,not_threatened,Centaurea granatensis
Centaurea,haenseleri,EN,threatened,Centaurea haenseleri
Centaurea,hanrii hanrii,LC,not_threatened,Centaurea hanrii hanrii
Centaurea,hanrii isernii,LC,not_threatened,Centaurea hanrii isernii
Centaurea,hanrii spinabadia,EN,threatened,Centaurea hanrii spinabadia
Centaurea,hervieri,LC,not_threatened,Centaurea hervieri
Centaurea,homoeoscevos,LC,not_threatened,Centaurea homoeoscevos
Centaurea,hyalolepis,LC,not_threatened,Centaurea hyalolepis
Centaurea,hyssopifolia,NT,not_threatened,Centaurea hyssopifolia
Centaurea,involucrata,LC,not_threatened,Centaurea involucrata
Centaurea,jaennensis,LC,not_threatened,Centaurea jaennensis
Centaurea,janeri babiana,LC,not_threatened,Centaurea janeri babiana
Centaurea,janeri gallaecica,VU,threatened,Centaurea janeri gallaecica
Centaurea,joviniana,LC,not_threatened,Centaurea joviniana
Centaurea,kunkelii,CR,threatened,Centaurea kunkelii
Centaurea,lagascana,LC,not_threatened,Centaurea lagascana
Centaurea,lainzii,CR,threatened,Centaurea lainzii
Centaurea,legionis-septimae,LC,not_threatened,Centaurea legionis-septimae
Centaurea,leucophaea ochrolopha,VU,threatened,Centaurea leucophaea ochrolopha
Centaurea,limbata geresensis,LC,not_threatened,Centaurea limbata geresensis
Centaurea,linifolia,LC,not_threatened,Centaurea linifolia
Centaurea,loscosii,EN,threatened,Centaurea loscosii
Centaurea,mariana,VU,threatened,Centaurea mariana
Centaurea,maroccana,NT,not_threatened,Centaurea maroccana
Centaurea,melanosticta,EN,threatened,Centaurea melanosticta
Centaurea,melitensis,LC,not_threatened,Centaurea melitensis
Centaurea,micracantha,EN,threatened,Centaurea micracantha
Centaurea,micrantha,LC,not_threatened,Centaurea micrantha
Centaurea,microptilon,LC,not_threatened,Centaurea microptilon
Centaurea,monticola,VU,threatened,Centaurea monticola
Centaurea,nemoralis,NT,not_threatened,Centaurea nemoralis
Centaurea,nevadensis,VU,threatened,Centaurea nevadensis
Centaurea,nigra carpetana,LC,not_threatened,Centaurea nigra carpetana
Centaurea,nigra rivularis,NT,not_threatened,Centaurea nigra rivularis
Centaurea,ornata,LC,not_threatened,Centaurea ornata
Centaurea,paniculata cossoniana,EN,threatened,Centaurea paniculata cossoniana
Centaurea,paniculata paniculata,VU,threatened,Centaurea paniculata paniculata
Centaurea,paui,EN,threatened,Centaurea paui
Centaurea,pauneroi,EN,threatened,Centaurea pauneroi
Centaurea,pectinata pectinata,LC,not_threatened,Centaurea pectinata pectinata
Centaurea,pinae,NT,not_threatened,Centaurea pinae
Centaurea,pinnata,NT,not_threatened,Centaurea pinnata
Centaurea,podospermifolia,NT,not_threatened,Centaurea podospermifolia
Centaurea,polymorpha,LC,not_threatened,Centaurea polymorpha
Centaurea,prolongoi,VU,threatened,Centaurea prolongoi
Centaurea,pullata,LC,not_threatened,Centaurea pullata
Centaurea,pulvinata,VU,threatened,Centaurea pulvinata
Centaurea,resupinata dufourii,LC,not_threatened,Centaurea resupinata dufourii
Centaurea,resupinata lagascae,NT,not_threatened,Centaurea resupinata lagascae
Centaurea,resupinata prostrata,LC,not_threatened,Centaurea resupinata prostrata
Centaurea,resupinata resupinata,EN,threatened,Centaurea resupinata resupinata
Centaurea,resupinata saguntina,VU,threatened,Centaurea resupinata saguntina
Centaurea,rivasmateoi,EN,threatened,Centaurea rivasmateoi
Centaurea,rouyi,LC,not_threatened,Centaurea rouyi
Centaurea,sagredoi,VU,threatened,Centaurea sagredoi
Centaurea,saxicola,NT,not_threatened,Centaurea saxicola
Centaurea,saxifraga,CR,threatened,Centaurea saxifraga
Centaurea,schousboei schousboei,LC,not_threatened,Centaurea schousboei schousboei
Centaurea,schousboei septentrionalis,LC,not_threatened,Centaurea schousboei septentrionalis
Centaurea,segariensis,LC,not_threatened,Centaurea segariensis
Centaurea,sicula,LC,not_threatened,Centaurea sicula
Centaurea,solstitialis,LC,not_threatened,Centaurea solstitialis
Centaurea,sphaerocephala malacitana,LC,not_threatened,Centaurea sphaerocephala malacitana
Centaurea,sphaerocephala polyacantha,LC,not_threatened,Centaurea sphaerocephala polyacantha
Centaurea,sphaerocephala sphaerocephala,LC,not_threatened,Centaurea sphaerocephala sphaerocephala
Centaurea,sulphurea,LC,not_threatened,Centaurea sulphurea
Centaurea,thuillieri,LC,not_threatened,Centaurea thuillieri
Centaurea,toletana,LC,not_threatened,Centaurea toletana
Centaurea,ultreiae,CR,threatened,Centaurea ultreiae
Centaurea,urgellensis,LC,not_threatened,Centaurea urgellensis
Centaurea,xerolepida,LC,not_threatened,Centaurea xerolepida
Centaurium,chloodes,EN,threatened,Centaurium chloodes
Centaurium,discolor,NT,not_threatened,Centaurium discolor
Centaurium,erythraea erythraea,LC,not_threatened,Centaurium erythraea erythraea
Centaurium,erythraea rhodense,EN,threatened,Centaurium erythraea rhodense
Centaurium,grandiflorum boissieri,LC,not_threatened,Centaurium grandiflorum boissieri
Centaurium,grandiflorum grandiflorum,LC,not_threatened,Centaurium grandiflorum grandiflorum
Centaurium,grandiflorum majus,LC,not_threatened,Centaurium grandiflorum majus
Centaurium,maritimum,LC,not_threatened,Centaurium maritimum
Centaurium,pulchellum,LC,not_threatened,Centaurium pulchellum
Centaurium,quadrifolium barrelieri,LC,not_threatened,Centaurium quadrifolium barrelieri
Centaurium,quadrifolium linariifolium,LC,not_threatened,Centaurium quadrifolium linariifolium
Centaurium,quadrifolium parviflorum,VU,threatened,Centaurium quadrifolium parviflorum
Centaurium,quadrifolium quadrifolium,LC,not_threatened,Centaurium quadrifolium quadrifolium
Centaurium,scilloides,NT,not_threatened,Centaurium scilloides
Centaurium,somedanum,VU,threatened,Centaurium somedanum
Centaurium,suffruticosum,LC,not_threatened,Centaurium suffruticosum
Centaurium,tenuiflorum,LC,not_threatened,Centaurium tenuiflorum
Centranthus,calcitrapae,LC,not_threatened,Centranthus calcitrapae
Centranthus,lecoqii lecoqii,DD,not_threatened,Centranthus lecoqii lecoqii
Centranthus,macrosiphon,LC,not_threatened,Centranthus macrosiphon
Centranthus,nevadensis nevadensis,VU,threatened,Centranthus nevadensis nevadensis
Centranthus,ruber ruber,LC,not_threatened,Centranthus ruber ruber
Centunculus,minimus,LC,not_threatened,Centunculus minimus
Cephalanthera,damasonium,LC,not_threatened,Cephalanthera damasonium
Cephalanthera,longifolia,LC,not_threatened,Cephalanthera longifolia
Cephalanthera,rubra,LC,not_threatened,Cephalanthera rubra
Cephalaria,boetica,NT,not_threatened,Cephalaria boetica
Cephalaria,leucantha,LC,not_threatened,Cephalaria leucantha
Cephalaria,linearifolia,LC,not_threatened,Cephalaria linearifolia
Cerastium,alpinum,NT,not_threatened,Cerastium alpinum
Cerastium,arvense,LC,not_threatened,Cerastium arvense
Cerastium,brachypetalum brachypetalum,LC,not_threatened,Cerastium brachypetalum brachypetalum
Cerastium,brachypetalum roeseri,LC,not_threatened,Cerastium brachypetalum roeseri
Cerastium,brachypetalum tenoreanum,LC,not_threatened,Cerastium brachypetalum tenoreanum
Cerastium,cerastoides,LC,not_threatened,Cerastium cerastoides
Cerastium,dichotomum,LC,not_threatened,Cerastium dichotomum
Cerastium,diffusum diffusum,LC,not_threatened,Cerastium diffusum diffusum
Cerastium,dubium,NT,not_threatened,Cerastium dubium
Cerastium,fontanum lucorum,LC,not_threatened,Cerastium fontanum lucorum
Cerastium,fontanum vulgare,LC,not_threatened,Cerastium fontanum vulgare
Cerastium,gibraltaricum,LC,not_threatened,Cerastium gibraltaricum
Cerastium,glomeratum,LC,not_threatened,Cerastium glomeratum
Cerastium,gracile,LC,not_threatened,Cerastium gracile
Cerastium,perfoliatum,LC,not_threatened,Cerastium perfoliatum
Cerastium,pumilum,LC,not_threatened,Cerastium pumilum
Cerastium,pyrenaicum,LC,not_threatened,Cerastium pyrenaicum
Cerastium,ramosissimum,LC,not_threatened,Cerastium ramosissimum
Cerastium,semidecandrum,LC,not_threatened,Cerastium semidecandrum
Ceratocapnos,claviculata picta,LC,not_threatened,Ceratocapnos claviculata picta
Ceratocapnos,heterocarpa,EN,threatened,Ceratocapnos heterocarpa
Ceratocarpus,arenarius,LC,not_threatened,Ceratocarpus arenarius
Ceratocephala,falcata,LC,not_threatened,Ceratocephala falcata
Ceratonia,siliqua,LC,not_threatened,Ceratonia siliqua
Ceratophyllum,demersum,LC,not_threatened,Ceratophyllum demersum
Ceratophyllum,submersum,LC,not_threatened,Ceratophyllum submersum
Cerinthe,glabra glabra,CR,threatened,Cerinthe glabra glabra
Cerinthe,gymnandra gymnandra,LC,not_threatened,Cerinthe gymnandra gymnandra
Cerinthe,major,LC,not_threatened,Cerinthe major
Ceterach,officinarum officinarum,LC,not_threatened,Ceterach officinarum officinarum
Chaenorhinum,crassifolium cadevallii,LC,not_threatened,Chaenorhinum crassifolium cadevallii
Chaenorhinum,crassifolium crassifolium,LC,not_threatened,Chaenorhinum crassifolium crassifolium
Chaenorhinum,exile,LC,not_threatened,Chaenorhinum exile
Chaenorhinum,glareosum,LC,not_threatened,Chaenorhinum glareosum
Chaenorhinum,grandiflorum carthaginense,NT,not_threatened,Chaenorhinum grandiflorum carthaginense
Chaenorhinum,grandiflorum grandiflorum,NT,not_threatened,Chaenorhinum grandiflorum grandiflorum
Chaenorhinum,macropodum degenii,LC,not_threatened,Chaenorhinum macropodum degenii
Chaenorhinum,macropodum macropodum,LC,not_threatened,Chaenorhinum macropodum macropodum
Chaenorhinum,minus minus,LC,not_threatened,Chaenorhinum minus minus
Chaenorhinum,origanifolium cotiellae,VU,threatened,Chaenorhinum origanifolium cotiellae
Chaenorhinum,origanifolium origanifolium,LC,not_threatened,Chaenorhinum origanifolium origanifolium
Chaenorhinum,origanifolium rodriguezii,EN,threatened,Chaenorhinum origanifolium rodriguezii
Chaenorhinum,raveyi,LC,not_threatened,Chaenorhinum raveyi
Chaenorhinum,reyesii,LC,not_threatened,Chaenorhinum reyesii
Chaenorhinum,robustum,LC,not_threatened,Chaenorhinum robustum
Chaenorhinum,rubrifolium rubrifolium,LC,not_threatened,Chaenorhinum rubrifolium rubrifolium
Chaenorhinum,segoviense segoviense,LC,not_threatened,Chaenorhinum segoviense segoviense
Chaenorhinum,segoviense semiglabrum,LC,not_threatened,Chaenorhinum segoviense semiglabrum
Chaenorhinum,serpyllifolium serpyllifolium,LC,not_threatened,Chaenorhinum serpyllifolium serpyllifolium
Chaenorhinum,tenellum,NT,not_threatened,Chaenorhinum tenellum
Chaenorhinum,villosum granatense,LC,not_threatened,Chaenorhinum villosum granatense
Chaenorhinum,villosum villosum,LC,not_threatened,Chaenorhinum villosum villosum
Chaerophyllum,aureum,LC,not_threatened,Chaerophyllum aureum
Chaerophyllum,hirsutum,LC,not_threatened,Chaerophyllum hirsutum
Chaerophyllum,temulum,LC,not_threatened,Chaerophyllum temulum
Chaerophyllum,villarsii,VU,threatened,Chaerophyllum villarsii
Chaetonychia,cymosa,LC,not_threatened,Chaetonychia cymosa
Chaetopogon,fasciculatus prostratus,CR,threatened,Chaetopogon fasciculatus prostratus
Chamaeiris,foetidissima,LC,not_threatened,Chamaeiris foetidissima
Chamaeiris,graminea,LC,not_threatened,Chamaeiris graminea
Chamaeiris,reichenbachiana,LC,not_threatened,Chamaeiris reichenbachiana
Chamaemelum,fuscatum,LC,not_threatened,Chamaemelum fuscatum
Chamaemelum,nobile,LC,not_threatened,Chamaemelum nobile
Chamaerops,humilis,LC,not_threatened,Chamaerops humilis
Chamaespartium,delphinense,DD,not_threatened,Chamaespartium delphinense
Chamaespartium,sagittale,LC,not_threatened,Chamaespartium sagittale
Chamaespartium,undulatum,VU,threatened,Chamaespartium undulatum
Chamaesyce,canescens canescens,LC,not_threatened,Chamaesyce canescens canescens
Chamaesyce,canescens massiliensis,NT,not_threatened,Chamaesyce canescens massiliensis
Chamaesyce,peplis,VU,threatened,Chamaesyce peplis
Cheilanthes,acrosticha,LC,not_threatened,Cheilanthes acrosticha
Cheilanthes,guanchica,LC,not_threatened,Cheilanthes guanchica
Cheilanthes,hispanica,LC,not_threatened,Cheilanthes hispanica
Cheilanthes,maderensis,LC,not_threatened,Cheilanthes maderensis
Cheilanthes,pulchella,VU,threatened,Cheilanthes pulchella
Cheilanthes,tinaei,LC,not_threatened,Cheilanthes tinaei
Cheirolophus,dariasi,CR,threatened,Cheirolophus dariasi
Cheirolophus,grandifolius,EN,threatened,Cheirolophus grandifolius
Cheirolophus,intybaceus,LC,not_threatened,Cheirolophus intybaceus
Cheirolophus,satarataensis,VU,threatened,Cheirolophus satarataensis
Cheirolophus,sempervirens,LC,not_threatened,Cheirolophus sempervirens
Cheirolophus,uliginosus,CR,threatened,Cheirolophus uliginosus
Chelidonium,majus,LC,not_threatened,Chelidonium majus
Chenopodium,album,LC,not_threatened,Chenopodium album
Chenopodium,bonus-henricus,LC,not_threatened,Chenopodium bonus-henricus
Chenopodium,botrys,LC,not_threatened,Chenopodium botrys
Chenopodium,capitatum,VU,threatened,Chenopodium capitatum
Chenopodium,chenopodioides,LC,not_threatened,Chenopodium chenopodioides
Chenopodium,exsuccum,LC,not_threatened,Chenopodium exsuccum
Chenopodium,ficifolium,LC,not_threatened,Chenopodium ficifolium
Chenopodium,foliosum,LC,not_threatened,Chenopodium foliosum
Chenopodium,glaucum,LC,not_threatened,Chenopodium glaucum
Chenopodium,hybridum,LC,not_threatened,Chenopodium hybridum
Chenopodium,murale,LC,not_threatened,Chenopodium murale
Chenopodium,opulifolium,LC,not_threatened,Chenopodium opulifolium
Chenopodium,polyspermum,LC,not_threatened,Chenopodium polyspermum
Chenopodium,rubrum,LC,not_threatened,Chenopodium rubrum
Chenopodium,urbicum,LC,not_threatened,Chenopodium urbicum
Chenopodium,vulvaria,LC,not_threatened,Chenopodium vulvaria
Chiliadenus,glutinosus,LC,not_threatened,Chiliadenus glutinosus
Chondrilla,juncea,LC,not_threatened,Chondrilla juncea
Christella,dentata,EN,threatened,Christella dentata
Chrozophora,obliqua,LC,not_threatened,Chrozophora obliqua
Chrozophora,tinctoria,LC,not_threatened,Chrozophora tinctoria
Chrysosplenium,alternifolium,EN,threatened,Chrysosplenium alternifolium
Chrysosplenium,oppositifolium,LC,not_threatened,Chrysosplenium oppositifolium
Cicendia,filiformis,LC,not_threatened,Cicendia filiformis
Cichorium,intybus,LC,not_threatened,Cichorium intybus
Cichorium,pumilum,LC,not_threatened,Cichorium pumilum
Cichorium,spinosum,LC,not_threatened,Cichorium spinosum
Cicuta,virosa,LC,not_threatened,Cicuta virosa
Circaea,alpina alpina,VU,threatened,Circaea alpina alpina
Circaea,lutetiana lutetiana,LC,not_threatened,Circaea lutetiana lutetiana
Cirsium,acaulon,NT,not_threatened,Cirsium acaulon
Cirsium,arvense,LC,not_threatened,Cirsium arvense
Cirsium,carniolicum rufescens,LC,not_threatened,Cirsium carniolicum rufescens
Cirsium,echinatum,LC,not_threatened,Cirsium echinatum
Cirsium,eriophorum,LC,not_threatened,Cirsium eriophorum
Cirsium,erisithales,VU,threatened,Cirsium erisithales
Cirsium,ferox,LC,not_threatened,Cirsium ferox
Cirsium,filipendulum,LC,not_threatened,Cirsium filipendulum
Cirsium,gaditanum,LC,not_threatened,Cirsium gaditanum
Cirsium,glabrum,NT,not_threatened,Cirsium glabrum
Cirsium,heterophyllum,NT,not_threatened,Cirsium heterophyllum
Cirsium,monspessulanum,LC,not_threatened,Cirsium monspessulanum
Cirsium,odontolepis,LC,not_threatened,Cirsium odontolepis
Cirsium,oleraceum,NT,not_threatened,Cirsium oleraceum
Cirsium,palustre,LC,not_threatened,Cirsium palustre
Cirsium,pannonicum,LC,not_threatened,Cirsium pannonicum
Cirsium,pyrenaicum,LC,not_threatened,Cirsium pyrenaicum
Cirsium,richterianum costae,NT,not_threatened,Cirsium richterianum costae
Cirsium,richterianum giraudiasii,LC,not_threatened,Cirsium richterianum giraudiasii
Cirsium,richterianum richterianum,LC,not_threatened,Cirsium richterianum richterianum
Cirsium,rivulare,LC,not_threatened,Cirsium rivulare
Cirsium,rosulatum,VU,threatened,Cirsium rosulatum
Cirsium,scabrum,LC,not_threatened,Cirsium scabrum
Cirsium,tuberosum,NT,not_threatened,Cirsium tuberosum
Cirsium,valentinum,LC,not_threatened,Cirsium valentinum
Cirsium,vulgare,LC,not_threatened,Cirsium vulgare
Cistanche,mauritanica,CR,threatened,Cistanche mauritanica
Cistus,albidus,LC,not_threatened,Cistus albidus
Cistus,clusii clusii,LC,not_threatened,Cistus clusii clusii
Cistus,clusii multiflorus,VU,threatened,Cistus clusii multiflorus
Cistus,creticus,LC,not_threatened,Cistus creticus
Cistus,crispus,LC,not_threatened,Cistus crispus
Cistus,heterophyllus carthaginensis,CR,threatened,Cistus heterophyllus carthaginensis
Cistus,ladanifer africanus,LC,not_threatened,Cistus ladanifer africanus
Cistus,ladanifer ladanifer,LC,not_threatened,Cistus ladanifer ladanifer
Cistus,laurifolius,LC,not_threatened,Cistus laurifolius
Cistus,libanotis,NT,not_threatened,Cistus libanotis
Cistus,monspeliensis,LC,not_threatened,Cistus monspeliensis
Cistus,populifolius major,LC,not_threatened,Cistus populifolius major
Cistus,populifolius populifolius,LC,not_threatened,Cistus populifolius populifolius
Cistus,psilosepalus,LC,not_threatened,Cistus psilosepalus
Cistus,salviifolius,LC,not_threatened,Cistus salviifolius
Cladanthus,arabicus,VU,threatened,Cladanthus arabicus
Cladanthus,mixtus,LC,not_threatened,Cladanthus mixtus
Cladium,mariscus,LC,not_threatened,Cladium mariscus
Cleistogenes,serotina serotina,LC,not_threatened,Cleistogenes serotina serotina
Clematis,campaniflora,LC,not_threatened,Clematis campaniflora
Clematis,cirrhosa,LC,not_threatened,Clematis cirrhosa
Clematis,flammula,LC,not_threatened,Clematis flammula
Clematis,recta,LC,not_threatened,Clematis recta
Clematis,vitalba,LC,not_threatened,Clematis vitalba
Cleome,violacea,LC,not_threatened,Cleome violacea
Cleonia,lusitanica,LC,not_threatened,Cleonia lusitanica
Clinopodium,vulgare,LC,not_threatened,Clinopodium vulgare
Clypeola,cyclodontea,RE,threatened,Clypeola cyclodontea
Clypeola,eriocarpa,CR,threatened,Clypeola eriocarpa
Clypeola,jonthlaspi jonthlaspi,LC,not_threatened,Clypeola jonthlaspi jonthlaspi
Clypeola,jonthlaspi microcarpa,LC,not_threatened,Clypeola jonthlaspi microcarpa
Cneorum,tricoccon,LC,not_threatened,Cneorum tricoccon
Cochlearia,aestuaria,NT,not_threatened,Cochlearia aestuaria
Cochlearia,aragonensis aragonensis,VU,threatened,Cochlearia aragonensis aragonensis
Cochlearia,aragonensis navarrana,VU,threatened,Cochlearia aragonensis navarrana
Cochlearia,danica,LC,not_threatened,Cochlearia danica
Cochlearia,glastifolia,LC,not_threatened,Cochlearia glastifolia
Cochlearia,megalosperma,NT,not_threatened,Cochlearia megalosperma
Cochlearia,pyrenaica,DD,not_threatened,Cochlearia pyrenaica
