Genus,Epithet,Status,threat_category,species
Conringia,orientalis,LC,not_threatened,Conringia orientalis
Consolida,mauritanica,LC,not_threatened,Consolida mauritanica
Consolida,orientalis,LC,not_threatened,Consolida orientalis
Consolida,pubescens,NT,not_threatened,Consolida pubescens
Convolvulus,althaeoides,LC,not_threatened,Convolvulus althaeoides
Convolvulus,arvensis,LC,not_threatened,Convolvulus arvensis
Convolvulus,boissieri,LC,not_threatened,Convolvulus boissieri
Convolvulus,cantabrica,LC,not_threatened,Convolvulus cantabrica
Convolvulus,humilis,LC,not_threatened,Convolvulus humilis
Convolvulus,lanuginosus,LC,not_threatened,Convolvulus lanuginosus
Convolvulus,lineatus,LC,not_threatened,Convolvulus lineatus
Convolvulus,meonanthus,LC,not_threatened,Convolvulus meonanthus
Convolvulus,siculus siculus,LC,not_threatened,Convolvulus siculus siculus
Convolvulus,tricolor tricolor,LC,not_threatened,Convolvulus tricolor tricolor
Convolvulus,valentinus,NT,not_threatened,Convolvulus valentinus
Coriaria,myrtifolia,LC,not_threatened,Coriaria myrtifolia
Coris,hispanica,VU,threatened,Coris hispanica
Coris,monspeliensis fontqueri,LC,not_threatened,Coris monspeliensis fontqueri
Coris,monspeliensis monspeliensis,LC,not_threatened,Coris monspeliensis monspeliensis
Coris,monspeliensis syrtica,LC,not_threatened,Coris monspeliensis syrtica
Cornus,sanguinea sanguinea,NT,not_threatened,Cornus sanguinea sanguinea
Coronilla,glauca,LC,not_threatened,Coronilla glauca
Coronilla,juncea,LC,not_threatened,Coronilla juncea
Coronilla,minima lotoides,LC,not_threatened,Coronilla minima lotoides
Coronilla,minima minima,LC,not_threatened,Coronilla minima minima
Coronilla,repanda dura,LC,not_threatened,Coronilla repanda dura
Coronilla,scorpioides,LC,not_threatened,Coronilla scorpioides
Coronopus,didymus,LC,not_threatened,Coronopus didymus
Coronopus,navasii,CR,threatened,Coronopus navasii
Coronopus,squamatus,LC,not_threatened,Coronopus squamatus
Corrigiola,litoralis perez-larae,LC,not_threatened,Corrigiola litoralis perez-larae
Corrigiola,litoralis perezlarae,LC,not_threatened,Corrigiola litoralis perezlarae
Corrigiola,telephiifolia,LC,not_threatened,Corrigiola telephiifolia
Corylus,avellana,NT,not_threatened,Corylus avellana
Corylus,avellana,NT,not_threatened,Corylus avellana
Corynephorus,articulatus,NT,not_threatened,Corynephorus articulatus
Corynephorus,canescens,LC,not_threatened,Corynephorus canescens
Cosentinia,vellea,LC,not_threatened,Cosentinia vellea
Cota,triumfettii,NT,not_threatened,Cota triumfettii
Cotoneaster,granatensis,NT,not_threatened,Cotoneaster granatensis
Crambe,filiformis,LC,not_threatened,Crambe filiformis
Crambe,hispanica,LC,not_threatened,Crambe hispanica
Crassula,tillaea,LC,not_threatened,Crassula tillaea
Crassula,vaillantii,LC,not_threatened,Crassula vaillantii
Crataegus,granatensis,LC,not_threatened,Crataegus granatensis
Crataegus,laciniata,VU,threatened,Crataegus laciniata
Crataegus,monogyna,LC,not_threatened,Crataegus monogyna
Crepis,albida grosii,LC,not_threatened,Crepis albida grosii
Crepis,albida longicaulis,LC,not_threatened,Crepis albida longicaulis
Crepis,albida scorzoneroides,LC,not_threatened,Crepis albida scorzoneroides
Crepis,capillaris,LC,not_threatened,Crepis capillaris
Crepis,foetida foetida,LC,not_threatened,Crepis foetida foetida
Crepis,granatensis,EN,threatened,Crepis granatensis
Crepis,oporinoides,LC,not_threatened,Crepis oporinoides
Crepis,pulchra,LC,not_threatened,Crepis pulchra
Crepis,tingitana,VU,threatened,Crepis tingitana
Crepis,vesicaria congenita,LC,not_threatened,Crepis vesicaria congenita
Crepis,vesicaria taraxacifolia,LC,not_threatened,Crepis vesicaria taraxacifolia
Cressa,cretica,NT,not_threatened,Cressa cretica
Crithmum,maritimum,LC,not_threatened,Crithmum maritimum
Crocus,serotinus salzmannii,LC,not_threatened,Crocus serotinus salzmannii
Crucianella,angustifolia,LC,not_threatened,Crucianella angustifolia
Crucianella,latifolia,LC,not_threatened,Crucianella latifolia
Crucianella,maritima,LC,not_threatened,Crucianella maritima
Crucianella,patula,LC,not_threatened,Crucianella patula
Cruciata,glabra,LC,not_threatened,Cruciata glabra
Cruciata,pedemontana,LC,not_threatened,Cruciata pedemontana
Crupina,crupinastrum,LC,not_threatened,Crupina crupinastrum
Crupina,vulgaris,LC,not_threatened,Crupina vulgaris
Crypsis,aculeata,LC,not_threatened,Crypsis aculeata
Crypsis,schoenoides,LC,not_threatened,Crypsis schoenoides
Cryptogramma,crispa,LC,not_threatened,Cryptogramma crispa
Ctenopsis,delicatula,DD,not_threatened,Ctenopsis delicatula
Ctenopsis,gypsophila,VU,threatened,Ctenopsis gypsophila
Cucubalus,baccifer,NT,not_threatened,Cucubalus baccifer
Cuscuta,approximata approximata,LC,not_threatened,Cuscuta approximata approximata
Cuscuta,epithymum,LC,not_threatened,Cuscuta epithymum
Cuscuta,europaea,LC,not_threatened,Cuscuta europaea
Cuscuta,monogyna,NT,not_threatened,Cuscuta monogyna
Cuscuta,nivea,LC,not_threatened,Cuscuta nivea
Cuscuta,planiflora,LC,not_threatened,Cuscuta planiflora
Cuscuta,triumvirati,LC,not_threatened,Cuscuta triumvirati
Cutandia,divaricata,DD,not_threatened,Cutandia divaricata
Cutandia,maritima,LC,not_threatened,Cutandia maritima
Cutandia,memphitica,NT,not_threatened,Cutandia memphitica
Cyanus,triumfettii,LC,not_threatened,Cyanus triumfettii
Cymodocea,nodosa,VU,threatened,Cymodocea nodosa
Cynanchum,acutum,LC,not_threatened,Cynanchum acutum
Cynara,baetica baetica,VU,threatened,Cynara baetica baetica
Cynara,humilis,LC,not_threatened,Cynara humilis
Cynara,tournefortii,CR,threatened,Cynara tournefortii
Cynodon,dactylon,LC,not_threatened,Cynodon dactylon
Cynoglossum,baeticum,LC,not_threatened,Cynoglossum baeticum
Cynoglossum,cheirifolium cheirifolium,LC,not_threatened,Cynoglossum cheirifolium cheirifolium
Cynoglossum,cheirifolium heterocarpum,LC,not_threatened,Cynoglossum cheirifolium heterocarpum
Cynoglossum,clandestinum,LC,not_threatened,Cynoglossum clandestinum
Cynoglossum,creticum,LC,not_threatened,Cynoglossum creticum
Cynoglossum,nebrodense,LC,not_threatened,Cynoglossum nebrodense
Cynomorium,coccineum coccineum,VU,threatened,Cynomorium coccineum coccineum
Cynosurus,cristatus,NT,not_threatened,Cynosurus cristatus
Cynosurus,echinatus,LC,not_threatened,Cynosurus echinatus
Cynosurus,effusus,LC,not_threatened,Cynosurus effusus
Cyperus,capitatus,NT,not_threatened,Cyperus capitatus
Cyperus,difformis,LC,not_threatened,Cyperus difformis
Cyperus,esculentus,LC,not_threatened,Cyperus esculentus
Cyperus,fuscus,LC,not_threatened,Cyperus fuscus
Cyperus,laevigatus distachyos,LC,not_threatened,Cyperus laevigatus distachyos
Cyperus,longus,LC,not_threatened,Cyperus longus
Cyperus,michelianus,LC,not_threatened,Cyperus michelianus
Cyperus,rotundus,LC,not_threatened,Cyperus rotundus
Cystopteris,dickieana,LC,not_threatened,Cystopteris dickieana
Cystopteris,fragilis fragilis,LC,not_threatened,Cystopteris fragilis fragilis
Cystopteris,fragilis huteri,LC,not_threatened,Cystopteris fragilis huteri
Cystopteris,viridula,NT,not_threatened,Cystopteris viridula
Cytinus,hypocistis hypocistis,LC,not_threatened,Cytinus hypocistis hypocistis
Cytinus,hypocistis macranthus,LC,not_threatened,Cytinus hypocistis macranthus
Cytinus,ruber,NT,not_threatened,Cytinus ruber
Cytisus,arboreus baeticus,LC,not_threatened,Cytisus arboreus baeticus
Cytisus,arboreus catalaunicus,EN,threatened,Cytisus arboreus catalaunicus
Cytisus,fontanesii fontanesii,LC,not_threatened,Cytisus fontanesii fontanesii
Cytisus,fontanesii plumosus,EN,threatened,Cytisus fontanesii plumosus
Cytisus,galianoi,NT,not_threatened,Cytisus galianoi
Cytisus,grandiflorus grandiflorus,LC,not_threatened,Cytisus grandiflorus grandiflorus
Cytisus,malacitanus,NT,not_threatened,Cytisus malacitanus
Cytisus,scoparius reverchonii,LC,not_threatened,Cytisus scoparius reverchonii
Cytisus,scoparius scoparius,LC,not_threatened,Cytisus scoparius scoparius
Cytisus,villosus,LC,not_threatened,Cytisus villosus
Dactylis,glomerata glomerata,LC,not_threatened,Dactylis glomerata glomerata
Dactylis,glomerata hispanica,LC,not_threatened,Dactylis glomerata hispanica
Dactylis,glomerata juncinella,LC,not_threatened,Dactylis glomerata juncinella
Dactylorhiza,elata,LC,not_threatened,Dactylorhiza elata
Dactylorhiza,incarnata,LC,not_threatened,Dactylorhiza incarnata
Dactylorhiza,insularis,LC,not_threatened,Dactylorhiza insularis
Dactylorhiza,maculata,NT,not_threatened,Dactylorhiza maculata
Dactylorhiza,sambucina,NT,not_threatened,Dactylorhiza sambucina
Dactylorhiza,sulphurea,LC,not_threatened,Dactylorhiza sulphurea
Damasonium,bourgaei,NT,not_threatened,Damasonium bourgaei
Damasonium,polyspermum,NT,not_threatened,Damasonium polyspermum
Danthonia,decumbens,NT,not_threatened,Danthonia decumbens
Daphne,gnidium,LC,not_threatened,Daphne gnidium
Daphne,laureola,LC,not_threatened,Daphne laureola
Daphne,oleoides,LC,not_threatened,Daphne oleoides
Daucus,aureus,LC,not_threatened,Daucus aureus
Daucus,carota carota,LC,not_threatened,Daucus carota carota
Daucus,carota maximus,LC,not_threatened,Daucus carota maximus
Daucus,crinitus,LC,not_threatened,Daucus crinitus
Daucus,durieua,LC,not_threatened,Daucus durieua
Daucus,muricatus,LC,not_threatened,Daucus muricatus
Daucus,setifolius,LC,not_threatened,Daucus setifolius
Davallia,canariensis,VU,threatened,Davallia canariensis
Delphinium,emarginatum nevadense,VU,threatened,Delphinium emarginatum nevadense
Delphinium,fissum sordidum,CR,threatened,Delphinium fissum sordidum
Delphinium,gracile,LC,not_threatened,Delphinium gracile
Delphinium,nanum,LC,not_threatened,Delphinium nanum
Delphinium,staphisagria,LC,not_threatened,Delphinium staphisagria
Deschampsia,caespitosa subtriflora,NT,not_threatened,Deschampsia caespitosa subtriflora
Deschampsia,flexuosa,NT,not_threatened,Deschampsia flexuosa
Descurainia,sophia,LC,not_threatened,Descurainia sophia
Desmazeria,marina,LC,not_threatened,Desmazeria marina
Desmazeria,rigida hemipoa,LC,not_threatened,Desmazeria rigida hemipoa
Desmazeria,rigida rigida,LC,not_threatened,Desmazeria rigida rigida
Dianthus,anticarius,LC,not_threatened,Dianthus anticarius
Dianthus,boissieri,LC,not_threatened,Dianthus boissieri
Dianthus,brachyanthus,LC,not_threatened,Dianthus brachyanthus
Dianthus,broteri,LC,not_threatened,Dianthus broteri
Dianthus,charidemi,VU,threatened,Dianthus charidemi
Dianthus,crassipes,LC,not_threatened,Dianthus crassipes
Dianthus,hispanicus,LC,not_threatened,Dianthus hispanicus
Dianthus,lusitanus,LC,not_threatened,Dianthus lusitanus
Dianthus,subbaeticus,VU,threatened,Dianthus subbaeticus
Dictamnus,albus,NT,not_threatened,Dictamnus albus
Dictamnus,hispanicus,NT,not_threatened,Dictamnus hispanicus
Digitalis,mariana heywoodii,VU,threatened,Digitalis mariana heywoodii
Digitalis,mariana mariana,VU,threatened,Digitalis mariana mariana
Digitalis,obscura laciniata,DD,not_threatened,Digitalis obscura laciniata
Digitalis,obscura obscura,LC,not_threatened,Digitalis obscura obscura
Digitalis,purpurea purpurea,LC,not_threatened,Digitalis purpurea purpurea
Digitalis,thapsi,EN,threatened,Digitalis thapsi
Dipcadi,serotinum serotinum,LC,not_threatened,Dipcadi serotinum serotinum
Diplotaxis,catholica,LC,not_threatened,Diplotaxis catholica
Diplotaxis,erucoides erucoides,LC,not_threatened,Diplotaxis erucoides erucoides
Diplotaxis,harra lagascana,LC,not_threatened,Diplotaxis harra lagascana
Diplotaxis,ilorcitana,LC,not_threatened,Diplotaxis ilorcitana
Diplotaxis,siettiana,CR,threatened,Diplotaxis siettiana
Diplotaxis,siifolia siifolia,LC,not_threatened,Diplotaxis siifolia siifolia
Diplotaxis,viminea,LC,not_threatened,Diplotaxis viminea
Diplotaxis,virgata virgata,LC,not_threatened,Diplotaxis virgata virgata
Dipsacus,comosus,LC,not_threatened,Dipsacus comosus
Dipsacus,fullonum,LC,not_threatened,Dipsacus fullonum
Distichoselinum,tenuifolium,LC,not_threatened,Distichoselinum tenuifolium
Dittrichia,graveolens,LC,not_threatened,Dittrichia graveolens
Dittrichia,viscosa,LC,not_threatened,Dittrichia viscosa
Doronicum,plantagineum,LC,not_threatened,Doronicum plantagineum
Dorycnium,gracile,VU,threatened,Dorycnium gracile
Dorycnium,hirsutum,LC,not_threatened,Dorycnium hirsutum
Dorycnium,pentaphyllum,LC,not_threatened,Dorycnium pentaphyllum
Dorycnium,rectum,LC,not_threatened,Dorycnium rectum
Dorycnopsis,gerardi,LC,not_threatened,Dorycnopsis gerardi
Draba,dubia laevipes,VU,threatened,Draba dubia laevipes
Draba,hispanica hispanica,LC,not_threatened,Draba hispanica hispanica
Draba,hispanica laderoi,NT,not_threatened,Draba hispanica laderoi
Draba,lutescens,VU,threatened,Draba lutescens
Draba,muralis,LC,not_threatened,Draba muralis
Drosera,rotundifolia,DD,not_threatened,Drosera rotundifolia
Drosophyllum,lusitanicum,NT,not_threatened,Drosophyllum lusitanicum
Dryopteris,affinis affinis,VU,threatened,Dryopteris affinis affinis
Dryopteris,affinis borreri,NT,not_threatened,Dryopteris affinis borreri
Dryopteris,filixmas,VU,threatened,Dryopteris filixmas
Dryopteris,submontana,VU,threatened,Dryopteris submontana
Dryopteris,tyrrhena,CR,threatened,Dryopteris tyrrhena
Echinaria,capitata,LC,not_threatened,Echinaria capitata
Echinochloa,crusgalli,LC,not_threatened,Echinochloa crusgalli
Echinops,ritro ritro,LC,not_threatened,Echinops ritro ritro
Echinops,sphaerocephalus sphaerocephalus,LC,not_threatened,Echinops sphaerocephalus sphaerocephalus
Echinops,strigosus,LC,not_threatened,Echinops strigosus
Echinospartum,aljibicum,CR,threatened,Echinospartum aljibicum
Echinospartum,boissieri,LC,not_threatened,Echinospartum boissieri
Echium,albicans albicans,LC,not_threatened,Echium albicans albicans
Echium,albicans fruticescens,LC,not_threatened,Echium albicans fruticescens
Echium,asperrimum,LC,not_threatened,Echium asperrimum
Echium,boissieri,LC,not_threatened,Echium boissieri
Echium,creticum coincyanum,LC,not_threatened,Echium creticum coincyanum
Echium,flavum,LC,not_threatened,Echium flavum
Echium,gaditanum,VU,threatened,Echium gaditanum
Echium,humile pycnanthum,LC,not_threatened,Echium humile pycnanthum
Echium,plantagineum,LC,not_threatened,Echium plantagineum
Echium,sabulicolum,LC,not_threatened,Echium sabulicolum
Echium,vulgare pustulatum,LC,not_threatened,Echium vulgare pustulatum
Elaeoselinum,asclepium millefolium,NT,not_threatened,Elaeoselinum asclepium millefolium
Elaeoselinum,foetidum,LC,not_threatened,Elaeoselinum foetidum
Eleocharis,acicularis,NT,not_threatened,Eleocharis acicularis
Eleocharis,multicaulis,LC,not_threatened,Eleocharis multicaulis
Eleocharis,quinqueflora,VU,threatened,Eleocharis quinqueflora
Eleocharis,uniglumis,NT,not_threatened,Eleocharis uniglumis
Elymus,caninus,NT,not_threatened,Elymus caninus
Elymus,elongatus elongatus,LC,not_threatened,Elymus elongatus elongatus
Elymus,farctus farctus,LC,not_threatened,Elymus farctus farctus
Elymus,hispanicus,LC,not_threatened,Elymus hispanicus
Elymus,hispidus barbulatus,NT,not_threatened,Elymus hispidus barbulatus
Elymus,hispidus hispidus,LC,not_threatened,Elymus hispidus hispidus
Elymus,pungens campestris,NT,not_threatened,Elymus pungens campestris
Elymus,pungens pungens,NT,not_threatened,Elymus pungens pungens
Elymus,repens repens,LC,not_threatened,Elymus repens repens
Emex,spinosa,LC,not_threatened,Emex spinosa
Ephedra,distachya distachya,NT,not_threatened,Ephedra distachya distachya
Ephedra,fragilis fragilis,LC,not_threatened,Ephedra fragilis fragilis
Ephedra,nebrodensis nebrodensis,NT,not_threatened,Ephedra nebrodensis nebrodensis
Epilobium,alsinifolium,LC,not_threatened,Epilobium alsinifolium
Epilobium,anagallidifolium,LC,not_threatened,Epilobium anagallidifolium
Epilobium,angustifolium,EN,threatened,Epilobium angustifolium
Epilobium,atlanticum,DD,not_threatened,Epilobium atlanticum
Epilobium,collinum,LC,not_threatened,Epilobium collinum
Epilobium,hirsutum,LC,not_threatened,Epilobium hirsutum
Epilobium,lanceolatum,LC,not_threatened,Epilobium lanceolatum
Epilobium,montanum,LC,not_threatened,Epilobium montanum
Epilobium,obscurum,LC,not_threatened,Epilobium obscurum
Epilobium,palustre,LC,not_threatened,Epilobium palustre
Epilobium,parviflorum,LC,not_threatened,Epilobium parviflorum
Epilobium,tetragonum tetragonum,LC,not_threatened,Epilobium tetragonum tetragonum
Epilobium,tetragonum tournefortii,LC,not_threatened,Epilobium tetragonum tournefortii
Epipactis,atrorubens,NT,not_threatened,Epipactis atrorubens
Epipactis,cardina,NT,not_threatened,Epipactis cardina
Epipactis,fageticola,NT,not_threatened,Epipactis fageticola
Epipactis,kleinii,LC,not_threatened,Epipactis kleinii
Epipactis,lusitanica,NT,not_threatened,Epipactis lusitanica
Epipactis,microphylla,NT,not_threatened,Epipactis microphylla
Epipactis,palustris,NT,not_threatened,Epipactis palustris
Epipactis,tremolsii,LC,not_threatened,Epipactis tremolsii
Equisetum,arvense,LC,not_threatened,Equisetum arvense
Equisetum,palustre,VU,threatened,Equisetum palustre
Equisetum,ramosissimum,LC,not_threatened,Equisetum ramosissimum
Equisetum,telmateia,LC,not_threatened,Equisetum telmateia
Eragrostis,barrelieri,LC,not_threatened,Eragrostis barrelieri
Eragrostis,cilianensis,LC,not_threatened,Eragrostis cilianensis
Eragrostis,minor,LC,not_threatened,Eragrostis minor
Eragrostis,papposa,LC,not_threatened,Eragrostis papposa
Eragrostis,pilosa,LC,not_threatened,Eragrostis pilosa
Erica,arborea,LC,not_threatened,Erica arborea
Erica,australis,LC,not_threatened,Erica australis
Erica,ciliaris,VU,threatened,Erica ciliaris
Erica,erigena,NT,not_threatened,Erica erigena
Erica,lusitanica,VU,threatened,Erica lusitanica
Erica,multiflora,NT,not_threatened,Erica multiflora
Erica,scoparia scoparia,LC,not_threatened,Erica scoparia scoparia
Erica,terminalis,NT,not_threatened,Erica terminalis
Erica,tetralix,DD,not_threatened,Erica tetralix
Erica,umbellata,LC,not_threatened,Erica umbellata
Erigeron,frigidus,VU,threatened,Erigeron frigidus
Erigeron,major,NT,not_threatened,Erigeron major
Erinacea,anthyllis anthyllis,LC,not_threatened,Erinacea anthyllis anthyllis
Erinus,alpinus,LC,not_threatened,Erinus alpinus
Erodium,astragaloides,CR,threatened,Erodium astragaloides
Erodium,boissieri,VU,threatened,Erodium boissieri
Erodium,botrys,LC,not_threatened,Erodium botrys
Erodium,brachycarpum,LC,not_threatened,Erodium brachycarpum
Erodium,cazorlanum,VU,threatened,Erodium cazorlanum
Erodium,cheilanthifolium,LC,not_threatened,Erodium cheilanthifolium
Erodium,chium,LC,not_threatened,Erodium chium
Erodium,ciconium,LC,not_threatened,Erodium ciconium
Erodium,cicutarium,LC,not_threatened,Erodium cicutarium
Erodium,daucoides,VU,threatened,Erodium daucoides
Erodium,guttatum,DD,not_threatened,Erodium guttatum
Erodium,laciniatum laciniatum,LC,not_threatened,Erodium laciniatum laciniatum
Erodium,malacoides malacoides,LC,not_threatened,Erodium malacoides malacoides
Erodium,moschatum,LC,not_threatened,Erodium moschatum
Erodium,neuradifolium,LC,not_threatened,Erodium neuradifolium
Erodium,recoderii,VU,threatened,Erodium recoderii
Erodium,rupicola,VU,threatened,Erodium rupicola
Erodium,valentinum,NT,not_threatened,Erodium valentinum
Erophaca,baetica baetica,LC,not_threatened,Erophaca baetica baetica
Erophila,verna,LC,not_threatened,Erophila verna
Eruca,vesicaria,LC,not_threatened,Eruca vesicaria
Erucastrum,virgatum baeticum,LC,not_threatened,Erucastrum virgatum baeticum
Erucastrum,virgatum brachycarpum,LC,not_threatened,Erucastrum virgatum brachycarpum
Erucastrum,virgatum pseudosinapis,LC,not_threatened,Erucastrum virgatum pseudosinapis
Eryngium,aquifolium,LC,not_threatened,Eryngium aquifolium
Eryngium,bourgatii,LC,not_threatened,Eryngium bourgatii
Eryngium,campestre,LC,not_threatened,Eryngium campestre
Eryngium,dilatatum,LC,not_threatened,Eryngium dilatatum
Eryngium,glaciale,LC,not_threatened,Eryngium glaciale
Eryngium,grosii,EN,threatened,Eryngium grosii
Eryngium,huteri,VU,threatened,Eryngium huteri
Eryngium,ilicifolium,LC,not_threatened,Eryngium ilicifolium
Eryngium,maritimum,LC,not_threatened,Eryngium maritimum
Eryngium,tenue,LC,not_threatened,Eryngium tenue
Eryngium,tricuspidatum,LC,not_threatened,Eryngium tricuspidatum
Erysimum,cazorlense,VU,threatened,Erysimum cazorlense
Erysimum,fitzii,VU,threatened,Erysimum fitzii
Erysimum,incanum incanum,LC,not_threatened,Erysimum incanum incanum
Erysimum,incanum mairei,LC,not_threatened,Erysimum incanum mairei
Erysimum,lagascae,NT,not_threatened,Erysimum lagascae
Erysimum,medio.hispanicum medio.hispanicum,LC,not_threatened,Erysimum medio.hispanicum medio.hispanicum
Erysimum,medio.hispanicum rondae,VU,threatened,Erysimum medio.hispanicum rondae
Erysimum,myriophyllum,VU,threatened,Erysimum myriophyllum
Erysimum,nevadense,LC,not_threatened,Erysimum nevadense
Erysimum,popovii,NT,not_threatened,Erysimum popovii
Euonymus,latifolius,CR,threatened,Euonymus latifolius
Eupatorium,cannabinum cannabinum,LC,not_threatened,Eupatorium cannabinum cannabinum
Euphorbia,boetica,VU,threatened,Euphorbia boetica
Euphorbia,briquetii,NT,not_threatened,Euphorbia briquetii
Euphorbia,characias characias,LC,not_threatened,Euphorbia characias characias
Euphorbia,clementei clementei,LC,not_threatened,Euphorbia clementei clementei
Euphorbia,dracunculoides inconspicua,LC,not_threatened,Euphorbia dracunculoides inconspicua
Euphorbia,esula esula,LC,not_threatened,Euphorbia esula esula
Euphorbia,exigua exigua,LC,not_threatened,Euphorbia exigua exigua
Euphorbia,falcata falcata,LC,not_threatened,Euphorbia falcata falcata
Euphorbia,flavicoma flavicoma,LC,not_threatened,Euphorbia flavicoma flavicoma
Euphorbia,flavicoma giselae,NT,not_threatened,Euphorbia flavicoma giselae
Euphorbia,helioscopia helioscopia,LC,not_threatened,Euphorbia helioscopia helioscopia
Euphorbia,hirsuta,LC,not_threatened,Euphorbia hirsuta
Euphorbia,isatidifolia,NT,not_threatened,Euphorbia isatidifolia
Euphorbia,lagascae,LC,not_threatened,Euphorbia lagascae
Euphorbia,medicaginea,LC,not_threatened,Euphorbia medicaginea
Euphorbia,minuta,NT,not_threatened,Euphorbia minuta
Euphorbia,nevadensis nevadensis,NT,not_threatened,Euphorbia nevadensis nevadensis
Euphorbia,nicaeensis nicaeensis,LC,not_threatened,Euphorbia nicaeensis nicaeensis
Euphorbia,paralias,LC,not_threatened,Euphorbia paralias
Euphorbia,peplus,LC,not_threatened,Euphorbia peplus
Euphorbia,pterococca,LC,not_threatened,Euphorbia pterococca
Euphorbia,segetalis,LC,not_threatened,Euphorbia segetalis
Euphorbia,serrata,LC,not_threatened,Euphorbia serrata
Euphorbia,squamigera,LC,not_threatened,Euphorbia squamigera
Euphorbia,sulcata,LC,not_threatened,Euphorbia sulcata
Euphorbia,terracina,LC,not_threatened,Euphorbia terracina
Euphrasia,salisburgensis,LC,not_threatened,Euphrasia salisburgensis
Euphrasia,willkommii,NT,not_threatened,Euphrasia willkommii
Euzomodendron,bourgaeanum,VU,threatened,Euzomodendron bourgaeanum
Exaculum,pusillum,NT,not_threatened,Exaculum pusillum
Fagonia,cretica,LC,not_threatened,Fagonia cretica
Fallopia,convolvulus,LC,not_threatened,Fallopia convolvulus
Fedia,cornucopiae,LC,not_threatened,Fedia cornucopiae
Ferula,communis catalaunica,LC,not_threatened,Ferula communis catalaunica
Ferulago,brachyloba,LC,not_threatened,Ferulago brachyloba
Ferulago,granatensis,LC,not_threatened,Ferulago granatensis
Festuca,ampla,LC,not_threatened,Festuca ampla
Festuca,baetica,LC,not_threatened,Festuca baetica
Festuca,capillifolia,LC,not_threatened,Festuca capillifolia
Festuca,clementei,LC,not_threatened,Festuca clementei
Festuca,coerulescens,LC,not_threatened,Festuca coerulescens
Festuca,elegans,LC,not_threatened,Festuca elegans
Festuca,fenas,LC,not_threatened,Festuca fenas
Festuca,frigida,VU,threatened,Festuca frigida
Festuca,gautieri,LC,not_threatened,Festuca gautieri
Festuca,hystrix,LC,not_threatened,Festuca hystrix
Festuca,iberica,LC,not_threatened,Festuca iberica
Festuca,indigesta,NT,not_threatened,Festuca indigesta
Festuca,lasto,DD,not_threatened,Festuca lasto
Festuca,longiauriculata,NT,not_threatened,Festuca longiauriculata
Festuca,nevadensis,DD,not_threatened,Festuca nevadensis
Festuca,patula,LC,not_threatened,Festuca patula
Festuca,plicata,LC,not_threatened,Festuca plicata
Festuca,pseudeskia,LC,not_threatened,Festuca pseudeskia
Festuca,reverchonii,DD,not_threatened,Festuca reverchonii
Festuca,rivularis,LC,not_threatened,Festuca rivularis
Festuca,scariosa,LC,not_threatened,Festuca scariosa
Festuca,segimonensis,DD,not_threatened,Festuca segimonensis
Ficus,carica,LC,not_threatened,Ficus carica
Filago,arvensis,LC,not_threatened,Filago arvensis
Filago,carpetana,NT,not_threatened,Filago carpetana
Filago,clementei,LC,not_threatened,Filago clementei
Filago,congesta,NT,not_threatened,Filago congesta
Filago,desertorum,NT,not_threatened,Filago desertorum
Filago,fuscescens,LC,not_threatened,Filago fuscescens
Filago,gallica,LC,not_threatened,Filago gallica
Filago,hispanica,NT,not_threatened,Filago hispanica
Filago,lutescens,LC,not_threatened,Filago lutescens
Filago,mareotica,NT,not_threatened,Filago mareotica
Filago,micropodioides,NT,not_threatened,Filago micropodioides
Filago,minima,LC,not_threatened,Filago minima
Filago,nevadensis,NT,not_threatened,Filago nevadensis
Filago,pygmaea ramosissima,NT,not_threatened,Filago pygmaea ramosissima
Filago,pyramidata,LC,not_threatened,Filago pyramidata
Filago,ramosissima,LC,not_threatened,Filago ramosissima
Filipendula,vulgaris,LC,not_threatened,Filipendula vulgaris
Fimbristylis,bisumbellata,LC,not_threatened,Fimbristylis bisumbellata
Flueggea,tinctoria,LC,not_threatened,Flueggea tinctoria
Foeniculum,vulgare,LC,not_threatened,Foeniculum vulgare
Forsskaolea,tenacissima,VU,threatened,Forsskaolea tenacissima
Fragaria,vesca vesca,LC,not_threatened,Fragaria vesca vesca
Frangula,alnus alnus,VU,threatened,Frangula alnus alnus
Frangula,alnus baetica,VU,threatened,Frangula alnus baetica
Frankenia,corymbosa,LC,not_threatened,Frankenia corymbosa
Frankenia,hirsuta,LC,not_threatened,Frankenia hirsuta
Frankenia,laevis,LC,not_threatened,Frankenia laevis
Frankenia,pulverulenta,LC,not_threatened,Frankenia pulverulenta
Frankenia,thymifolia,LC,not_threatened,Frankenia thymifolia
Fritillaria,lusitanica lusitanica,LC,not_threatened,Fritillaria lusitanica lusitanica
Fuirena,pubescens,VU,threatened,Fuirena pubescens
Fumana,baetica,VU,threatened,Fumana baetica
Fumana,ericifolia,LC,not_threatened,Fumana ericifolia
Fumana,ericoides,LC,not_threatened,Fumana ericoides
Fumana,hispidula,LC,not_threatened,Fumana hispidula
Fumana,laevipes,LC,not_threatened,Fumana laevipes
Fumana,paradoxa,LC,not_threatened,Fumana paradoxa
Fumana,procumbens,LC,not_threatened,Fumana procumbens
Fumana,scoparia,LC,not_threatened,Fumana scoparia
Fumana,thymifolia,LC,not_threatened,Fumana thymifolia
Fumaria,agraria,LC,not_threatened,Fumaria agraria
